yearel,myoutcome,second,myoutcomenext,use,difshare,difgrp,mmyoutcomenext,mrunagain,mofficeexp,melectexp,mpmyoutcomenext,mprunagain,mpofficeexp,mpelectexp
1976,1,,0,,.44708991,289,,,,,,,,
1976,0,1,0,,-.44708991,110,,,,,,,,
1976,0,,0,,-.69032085,61,,,,,,,,
1976,0,,0,,-.69729954,60,,,,,,,,
1976,0,,0,,-.70115441,59,,,,,,,,
1976,0,,0,,-.70388454,59,,,,,,,,
1978,1,,1,,.24653089,249,,,,,,,,
1978,0,1,0,,-.24653089,150,,,,,,,,
1980,1,,0,,.43369174,286,,,,,,,,
1980,0,1,0,,-.43369174,113,,,,,,,,
1980,0,,0,,-.68668735,62,,,,,,,,
1980,0,,0,,-.69187498,61,,,,,,,,
1980,0,,0,,-.6919027,61,,,,,,,,
1982,1,,0,,.36195382,272,,,,,,,,
1982,0,1,0,,-.36195382,127,,,,,,,,
1982,0,,0,,-.61640567,76,,,,,,,,
1982,0,,0,,-.64351982,71,,,,,,,,
1984,1,,1,1,.43506679,287,.83333331,.8888889,4.5833335,4.75,.83438462,.8804065,4.7757015,4.8719091
1984,0,1,0,,-.43506679,112,,,,,,,,
1984,0,,0,,-.66831744,66,,,,,,,,
1986,1,,1,,.46778211,293,,,,,,,,
1986,0,1,0,,-.46778211,106,,,,,,,,
1986,0,,0,,-.71315956,57,,,,,,,,
1988,1,,1,,.48344877,296,,,,,,,,
1988,0,1,0,,-.48344877,103,,,,,,,,
1988,0,,0,,-.74001616,51,,,,,,,,
1990,1,,1,,.45847321,291,,,,,,,,
1990,0,1,0,,-.45847321,108,,,,,,,,
1992,1,,1,1,.35121512,270,.86666667,.89999998,5.2666669,5.4666667,.83597952,.88075531,4.5912929,4.7107539
1992,0,1,0,,-.35121512,129,,,,,,,,
1992,0,,0,,-.60566026,78,,,,,,,,
1992,0,,0,,-.608769,78,,,,,,,,
1992,0,,0,,-.61031795,77,,,,,,,,
1992,0,,0,,-.61281514,77,,,,,,,,
1992,0,,0,,-.62275666,75,,,,,,,,
1994,1,,1,1,.24776021,249,.89999998,.93333334,3.8333333,3.9333334,.8259151,.87768728,4.0537286,4.2103209
1994,0,1,0,,-.24776021,150,,,,,,,,
1996,1,,1,1,.35869727,271,.79069769,.83720928,4.3488374,4.4186049,.83603591,.8808046,4.6066046,4.7246518
1996,0,1,0,,-.35869727,128,,,,,,,,
1996,0,,0,,-.59066314,81,,,,,,,,
1996,0,,0,,-.62654424,74,,,,,,,,
1998,1,,,,.39337295,278,,,,,,,,
1998,0,1,,,-.39337295,121,,,,,,,,
1998,0,,,,-.63564008,72,,,,,,,,
1998,0,,,,-.65650952,68,,,,,,,,
1998,0,,,,-.66240323,67,,,,,,,,
1946,1,,0,,.14763641,229,,,,,,,,
1946,0,1,0,,-.14763641,170,,,,,,,,
1948,1,,1,,.034216911,206,,,,,,,,
1948,0,1,0,,-.034216911,193,,,,,,,,
1948,0,,0,,-.51709682,96,,,,,,,,
1950,1,,1,,.12331486,224,,,,,,,,
1950,0,1,0,,-.12331486,175,,,,,,,,
1952,1,,1,,.051681399,210,,,,,,,,
1952,0,1,0,,-.051681399,189,,,,,,,,
1954,1,,1,,.23835886,247,,,,,,,,
1954,0,1,0,,-.23835886,152,,,,,,,,
1956,1,,1,,.12376806,224,,,,,,,,
1956,0,1,0,,-.12376806,175,,,,,,,,
1958,1,,1,,.28601643,257,,,,,,,,
1958,0,1,0,,-.28601643,142,,,,,,,,
1960,1,,0,,.19113183,238,,,,,,,,
1960,0,1,0,,-.19113183,161,,,,,,,,
1962,1,,1,,.0022557676,200,,,,,,,,
1962,0,1,0,,-.0022557676,199,,,,,,,,
1964,1,,0,,.035769105,207,,,,,,,,
1964,0,1,0,,-.035769105,192,,,,,,,,
1966,1,,0,,.027178049,205,,,,,,,,
1966,0,1,0,,-.027178049,194,,,,,,,,
1968,1,,1,,.12395701,224,,,,,,,,
1968,0,1,0,,-.12395701,175,,,,,,,,
1970,1,,1,,.045214742,209,,,,,,,,
1970,0,1,0,,-.045214742,190,,,,,,,,
1970,0,,0,,-.50838476,98,,,,,,,,
1972,1,,0,,.020410538,204,,,,,,,,
1972,0,1,1,,-.020410538,195,,,,,,,,
1974,1,,1,,.10712603,221,,,,,,,,
1974,0,1,0,,-.10712603,178,,,,,,,,
1976,1,,1,,.19580233,239,,,,,,,,
1976,0,1,0,,-.19580233,160,,,,,,,,
1978,1,,0,,.10560915,221,,,,,,,,
1978,0,1,0,,-.10560915,178,,,,,,,,
1980,1,,1,,.053377122,210,,,,,,,,
1980,0,1,0,,-.053377122,189,,,,,,,,
1982,1,,1,,.016336411,203,,,,,,,,
1982,0,1,0,,-.016336411,196,,,,,,,,
1984,1,,1,1,.20943749,241,.85714287,.90476191,3.8571429,4.0952382,.81510997,.87568462,3.7466455,3.9197195
1984,0,1,0,,-.20943749,158,,,,,,,,
1986,1,,1,,.31618845,263,,,,,,,,
1986,0,1,0,,-.31618845,136,,,,,,,,
1988,1,,1,,.31031525,262,,,,,,,,
1988,0,1,0,,-.31031525,137,,,,,,,,
1990,1,,0,,.29290771,258,,,,,,,,
1990,0,1,0,,-.29290771,141,,,,,,,,
1992,1,,0,,.11155891,222,,,,,,,,
1992,0,1,0,1,-.11155891,177,.01923077,.17307693,.55769229,.69230771,.032404345,.21307094,.4423925,.68655396
1992,0,,0,,-.28343642,143,,,,,,,,
1992,0,,0,,-.389575,122,,,,,,,,
1992,0,,0,,-.43616652,112,,,,,,,,
1994,1,,0,1,.0024236441,200,.57446808,.80851066,1.7021277,2,.58339572,.86446267,1.1838278,1.4566008
1994,0,1,0,,-.0024236441,199,,,,,,,,
1996,1,,1,1,.1184535,223,.84444445,.93333334,2.7555556,2.9555554,.76348358,.87030369,2.8337548,3.047837
1996,0,1,0,,-.1184535,176,,,,,,,,
1998,1,,,,.039885819,207,,,,,,,,
1998,0,1,,,-.039885819,192,,,,,,,,
1998,0,,,,-.46040168,107,,,,,,,,
1946,1,,1,,.30724227,261,,,,,,,,
1946,0,1,0,,-.30724227,138,,,,,,,,
1948,1,,1,,.049414366,209,,,,,,,,
1948,0,1,0,,-.049414366,190,,,,,,,,
1948,0,,0,,-.52468252,95,,,,,,,,
1948,0,,0,,-.52468252,95,,,,,,,,
1948,0,,0,,-.52468252,95,,,,,,,,
1948,0,,0,,-.52468252,95,,,,,,,,
1950,1,,1,,.23356041,246,,,,,,,,
1950,0,1,0,,-.23356041,153,,,,,,,,
1950,0,,0,,-.61669564,76,,,,,,,,
1952,1,,1,,.25297272,250,,,,,,,,
1952,0,1,0,,-.25297272,149,,,,,,,,
1954,1,,1,,.052336782,210,,,,,,,,
1954,0,1,0,,-.052336782,189,,,,,,,,
1956,1,,1,,.11802343,223,,,,,,,,
1956,0,1,0,,-.11802343,176,,,,,,,,
1958,1,,1,,.065904617,213,,,,,,,,
1958,0,1,0,,-.065904617,186,,,,,,,,
1960,1,,0,,.049094915,209,,,,,,,,
1960,0,1,0,,-.049094915,190,,,,,,,,
1962,1,,1,,.039681077,207,,,,,,,,
1962,0,1,0,,-.039681077,192,,,,,,,,
1964,1,,1,,.015576243,203,,,,,,,,
1964,0,1,0,,-.015576243,196,,,,,,,,
1966,1,,1,,.26452327,252,,,,,,,,
1966,0,1,0,,-.26452327,147,,,,,,,,
1968,1,,0,,.024947613,204,,,,,,,,
1968,0,1,0,,-.024947613,195,,,,,,,,
1970,1,,0,,.082373142,216,,,,,,,,
1970,0,1,0,,-.082373142,183,,,,,,,,
1972,1,,1,,.18098068,236,,,,,,,,
1972,0,1,0,,-.18098068,163,,,,,,,,
1974,1,,1,,.50013065,300,,,,,,,,
1974,0,1,0,,-.50013065,99,,,,,,,,
1976,1,,0,,.45420006,290,,,,,,,,
1976,0,1,0,,-.45420006,109,,,,,,,,
1976,0,,0,,-.70714778,58,,,,,,,,
1978,1,,1,,.078448921,215,,,,,,,,
1978,0,1,0,,-.078448921,184,,,,,,,,
1978,0,,0,,-.49219385,101,,,,,,,,
1980,1,,0,,.042676836,208,,,,,,,,
1980,0,1,0,,-.042676836,191,,,,,,,,
1982,1,,1,,.0055360496,201,,,,,,,,
1982,0,1,0,,-.0055360496,198,,,,,,,,
1984,1,,1,,.1409038,228,,,,,,,,
1984,0,1,0,1,-.1409038,171,.063829787,.27659574,.25531915,.44680852,.02033904,.18612295,.33586153,.56782043
1986,1,,1,,.00063934922,200,,,,,,,,
1986,0,1,0,,-.00063934922,199,,,,,,,,
1986,0,,0,,-.48980993,102,,,,,,,,
1988,1,,0,,.091656297,218,,,,,,,,
1988,0,1,0,,-.091656297,181,,,,,,,,
1990,1,,1,,.071249276,214,,,,,,,,
1990,0,1,0,,-.071249276,185,,,,,,,,
1992,1,,1,1,.013205618,202,.58139533,.83720928,1.255814,1.5116279,.60814923,.8648122,1.358601,1.625785
1992,0,1,0,,-.013205618,197,,,,,,,,
1994,1,,1,1,.025635451,205,.6226415,.96226418,1.0754716,1.6037736,.639916,.8653968,1.5977573,1.8570864
1994,0,1,0,,-.025635451,194,,,,,,,,
1996,1,,1,1,.36167097,272,.91891891,.94594592,4.1621623,4.3243241,.83607382,.88085085,4.6229844,4.739471
1996,0,1,0,,-.36167097,127,,,,,,,,
1998,1,,,,.43703401,287,,,,,,,,
1998,0,1,,,-.43703401,112,,,,,,,,
1946,1,,1,,.1530005,230,,,,,,,,
1946,0,1,0,,-.1530005,169,,,,,,,,
1948,1,,1,,.33276612,266,,,,,,,,
1948,0,1,0,,-.33276612,133,,,,,,,,
1948,0,,0,,-.66634542,66,,,,,,,,
1948,0,,0,,-.6663605,66,,,,,,,,
1950,1,,1,,.25823963,251,,,,,,,,
1950,0,1,0,,-.25823963,148,,,,,,,,
1952,1,,1,,.25105152,250,,,,,,,,
1952,0,1,0,,-.25105152,149,,,,,,,,
1954,1,,1,,.43622971,287,,,,,,,,
1954,0,1,0,,-.43622971,112,,,,,,,,
1956,1,,1,,.46353462,292,,,,,,,,
1956,0,1,0,,-.46353462,107,,,,,,,,
1958,1,,1,,.51174951,302,,,,,,,,
1958,0,1,0,,-.51174951,97,,,,,,,,
1960,1,,1,,.38932791,277,,,,,,,,
1960,0,1,0,,-.38932791,122,,,,,,,,
1962,1,,1,,.31424725,262,,,,,,,,
1962,0,1,0,,-.31424725,137,,,,,,,,
1964,1,,1,,.38881811,277,,,,,,,,
1964,0,1,0,,-.38881811,122,,,,,,,,
1966,1,,1,,,,,,,,,,,
1968,1,,1,,.35258457,270,,,,,,,,
1968,0,1,0,,-.35258457,129,,,,,,,,
1970,1,,1,,.55953753,311,,,,,,,,
1970,0,1,0,,-.55953753,88,,,,,,,,
1972,1,,0,,.51848805,303,,,,,,,,
1972,0,1,0,,-.51848805,96,,,,,,,,
1974,1,,1,,.35773596,271,,,,,,,,
1974,0,1,0,,-.35773596,128,,,,,,,,
1974,0,,0,,-.51970619,96,,,,,,,,
1974,0,,0,,-.60224199,79,,,,,,,,
1976,1,,1,,,,,,,,,,,
1978,1,,1,,.74492705,348,,,,,,,,
1978,0,1,0,,-.74492705,51,,,,,,,,
1980,1,,1,,.42471167,284,,,,,,,,
1980,0,1,0,,-.42471167,115,,,,,,,,
1980,0,,0,,-.6883871,62,,,,,,,,
1982,1,,1,,.53478432,306,,,,,,,,
1982,0,1,0,,-.53478432,93,,,,,,,,
1984,1,,1,1,.351145,270,.86666667,.89999998,5.2666669,5.4666667,.83597952,.88075531,4.5912929,4.7107539
1984,0,1,0,,-.351145,129,,,,,,,,
1984,0,,0,,-.66607839,66,,,,,,,,
1986,1,,1,,.45127332,290,,,,,,,,
1986,0,1,0,,-.45127332,109,,,,,,,,
1988,1,,1,,.49047625,298,,,,,,,,
1988,0,1,0,,-.49047625,101,,,,,,,,
1990,1,,1,,.45883703,291,,,,,,,,
1990,0,1,0,,-.45883703,108,,,,,,,,
1992,1,,1,1,.29516777,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1992,0,1,0,,-.29516777,140,,,,,,,,
1992,0,,0,,-.51208937,97,,,,,,,,
1992,0,,0,,-.56176901,87,,,,,,,,
1994,1,,1,1,.31480518,262,.70588237,.82352942,4.1764708,4.2352943,.83442134,.8800171,4.4311776,4.5636134
1994,0,1,0,,-.31480518,137,,,,,,,,
1996,1,,1,1,.42117259,284,.81818181,.84848487,5.4848485,5.5454545,.83496755,.88066417,4.757688,4.857553
1996,0,1,0,,-.42117259,115,,,,,,,,
1996,0,,0,,-.6131652,77,,,,,,,,
1996,0,,0,,-.66023916,67,,,,,,,,
1998,1,,,,.39554766,279,,,,,,,,
1998,0,1,,,-.39554766,120,,,,,,,,
1998,0,,,,-.60281038,79,,,,,,,,
1998,0,,,,-.64302009,71,,,,,,,,
1946,1,,1,,.27887833,255,,,,,,,,
1946,0,1,0,,-.27887833,144,,,,,,,,
1948,1,,1,,.092799932,218,,,,,,,,
1948,0,1,0,,-.092799932,181,,,,,,,,
1948,0,,0,,-.54638565,90,,,,,,,,
1950,1,,1,,.28394082,256,,,,,,,,
1950,0,1,0,,-.28394082,143,,,,,,,,
1950,0,,0,,-.57258862,85,,,,,,,,
1952,1,,0,,.21094635,242,,,,,,,,
1952,0,1,0,,-.21094635,157,,,,,,,,
1954,1,,1,,.024408579,204,,,,,,,,
1954,0,1,0,,-.024408579,195,,,,,,,,
1956,1,,0,,.053454071,210,,,,,,,,
1956,0,1,0,,-.053454071,189,,,,,,,,
1958,1,,1,,.014734536,202,,,,,,,,
1958,0,1,0,,-.014734536,197,,,,,,,,
1960,1,,1,,.04360497,208,,,,,,,,
1960,0,1,0,,-.04360497,191,,,,,,,,
1946,1,,0,,.0064132512,201,,,,,,,,
1946,0,1,0,1,-.0064132512,198,.1627907,.48837209,.81395346,1.0930233,.13445753,.42159691,.9975844,1.2685958
1948,1,,1,1,.15227839,230,.87179488,.92307693,3.4358974,3.6923077,.78961277,.87249088,3.2302246,3.4275923
1948,0,1,0,,-.15227839,169,,,,,,,,
1950,1,,0,1,.087495446,217,.64583331,.75,2.3541667,2.6666667,.73361057,.86852217,2.4651525,2.6936741
1950,0,1,0,,-.087495446,182,,,,,,,,
1952,1,,1,1,.2847023,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1952,0,1,0,,-.2847023,143,,,,,,,,
1954,1,,1,1,.32516888,265,.77999997,.77999997,3.8800001,4.0599999,.83523673,.88035113,4.4956613,4.6231914
1954,0,1,0,,-.32516888,134,,,,,,,,
1956,1,,1,1,.32542825,265,.77999997,.77999997,3.8800001,4.0599999,.83523673,.88035113,4.4956613,4.6231914
1956,0,1,0,,-.32542825,134,,,,,,,,
1958,1,,1,1,.51507938,303,.89999998,.94999999,3.8499999,3.8499999,.83061504,.87760282,4.779047,4.8588233
1958,0,1,0,,-.51507938,96,,,,,,,,
1960,1,,1,1,.41552576,283,.83333331,.83333331,4.5952382,4.7857141,.83514333,.88073164,4.7503238,4.8514576
1960,0,1,0,,-.41552576,116,,,,,,,,
1962,1,,1,1,.41379991,282,.86486489,.91891891,3.8648648,3.945946,.83531564,.88079238,4.7418423,4.8443336
1962,0,1,0,,-.41379991,117,,,,,,,,
1964,1,,1,1,.53765035,307,.86363637,.86363637,4.090909,4.1363635,.82972854,.87655222,4.7579923,4.8345046
1964,0,1,0,,-.53765035,92,,,,,,,,
1966,1,,0,1,.27871516,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1966,0,1,0,,-.27871516,144,,,,,,,,
1968,1,,1,1,.28297642,256,.82222223,.86666667,3.4000001,3.6222222,.83161044,.87910217,4.2751632,4.4183254
1968,0,1,0,,-.28297642,143,,,,,,,,
1970,1,,1,1,.81053615,362,1,1,1.4,1.4,.8269791,.85605097,3.980201,4.0385904
1970,0,1,0,,-.81053615,37,,,,,,,,
1972,1,,1,1,.2791101,255,.90697676,.93023258,3.7441862,3.8372092,.83096814,.87892085,4.245985,4.3910184
1972,0,1,0,,-.2791101,144,,,,,,,,
1974,1,,1,1,.36657107,273,.79545456,.86363637,5.5454545,5.659091,.83608598,.88088757,4.6386638,4.753602
1974,0,1,0,,-.36657107,126,,,,,,,,
1976,1,,1,1,.31111845,262,.70588237,.82352942,4.1764708,4.2352943,.83442134,.8800171,4.4311776,4.5636134
1976,0,1,0,,-.31111845,137,,,,,,,,
1978,1,,1,1,.35304517,270,.86666667,.89999998,5.2666669,5.4666667,.83597952,.88075531,4.5912929,4.7107539
1978,0,1,0,,-.35304517,129,,,,,,,,
1978,0,,0,,-.6524291,69,,,,,,,,
1978,0,,0,,-.65890318,68,,,,,,,,
1980,1,,1,1,.40484381,280,.90322578,.90322578,4.7419353,4.8064518,.83560175,.88087833,4.7237253,4.8288465
1980,0,1,0,,-.40484381,119,,,,,,,,
1982,1,,1,1,.32241797,264,.80769229,.84615386,4.4807692,4.5769229,.83500195,.88024884,4.475131,4.6042614
1982,0,1,0,,-.32241797,135,,,,,,,,
1984,1,,1,1,.36531249,273,.79545456,.86363637,5.5454545,5.659091,.83608598,.88088757,4.6386638,4.753602
1984,0,1,0,,-.36531249,126,,,,,,,,
1986,1,,1,1,.32290053,264,.80769229,.84615386,4.4807692,4.5769229,.83500195,.88024884,4.475131,4.6042614
1986,0,1,0,,-.32290053,135,,,,,,,,
1988,1,,1,1,.4456569,289,.80555558,.83333331,4.5555553,4.6111112,.83396304,.8801915,4.7843814,4.8782907
1988,0,1,0,,-.4456569,110,,,,,,,,
1988,0,,0,,-.70148683,59,,,,,,,,
1990,1,,1,1,.21799242,243,.80000001,.80000001,3.0888889,3.2,.81830621,.87621546,3.8284721,3.9973412
1990,0,1,0,,-.21799242,156,,,,,,,,
1992,1,,1,1,.36114934,272,.91891891,.94594592,4.1621623,4.3243241,.83607382,.88085085,4.6229844,4.739471
1992,0,1,0,,-.36114934,127,,,,,,,,
1994,1,,1,1,.30557191,261,.87179488,.92307693,4.2820511,4.4102564,.83404648,.87987882,4.4061642,4.5404167
1994,0,1,0,,-.30557191,138,,,,,,,,
1994,0,,0,,-.59736109,80,,,,,,,,
1996,1,,1,1,.42526367,285,.82352942,.88235295,5.0882354,5.2352943,.8347885,.88059026,4.7641473,4.8628111
1996,0,1,0,,-.42526367,114,,,,,,,,
1996,0,,0,,-.67956281,64,,,,,,,,
1998,1,,,,.48144358,296,,,,,,,,
1998,0,1,,,-.48144358,103,,,,,,,,
1998,0,,,,-.69782728,60,,,,,,,,
1946,1,,0,,.021388441,204,,,,,,,,
1946,0,1,0,1,-.021388441,195,.049180329,.39344263,.95081967,1.2786885,.11596275,.37765014,.9006964,1.1703689
1948,1,,1,1,.13464689,226,.73170733,.82926828,2.3170731,2.4878049,.77585834,.87124503,3.0103211,3.217129
1948,0,1,0,,-.13464689,173,,,,,,,,
1948,0,,0,,-.56612629,86,,,,,,,,
1950,1,,1,1,.059984565,211,.78723407,.97872341,1.4680851,1.6170213,.69231093,.86681014,2.0436633,2.287648
1950,0,1,0,,-.059984565,188,,,,,,,,
1952,1,,1,,.13773754,227,,,,,,,,
1952,0,1,0,1,-.13773754,172,.034482758,.1724138,.43103448,.68965518,.021953231,.18998221,.35218093,.58622146
1954,1,,1,,.093998462,218,,,,,,,,
1954,0,1,0,1,-.093998462,181,.03508772,.24561404,.40350878,.66666669,.044387627,.23716274,.52590579,.77761602
1956,1,,1,,.036735684,207,,,,,,,,
1956,0,1,0,1,-.036735684,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1958,1,,1,,.038264394,207,,,,,,,,
1958,0,1,0,1,-.038264394,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1960,1,,1,,.1339871,226,,,,,,,,
1960,0,1,0,1,-.1339871,173,0,.16666667,.5,.69999999,.023707964,.1940695,.36904097,.60514724
1962,1,,1,,.12666968,225,,,,,,,,
1962,0,1,0,1,-.12666968,174,.018867925,.11320755,.26415095,.50943398,.025672546,.19852643,.3869493,.625157
1964,1,,1,,.062710047,212,,,,,,,,
1964,0,1,0,1,-.062710047,187,.10714286,.21428572,2.0535715,2.3392856,.069917142,.28555492,.67148286,.93291831
1966,1,,0,,.32446373,264,,,,,,,,
1966,0,1,0,1,-.32446373,135,0,.04255319,.021276595,.08510638,.0027151229,.13042766,.028555926,.19646546
1968,1,,1,1,.064412683,212,.75,.86363637,1.5227273,1.8863636,.69984025,.86707407,2.1148489,2.356292
1968,0,1,0,,-.064412683,187,,,,,,,,
1970,1,,1,1,.16537344,233,.78947371,.81578946,3.2894738,3.4473684,.79789972,.87337434,3.3786855,3.5694075
1970,0,1,0,,-.16537344,166,,,,,,,,
1970,0,,0,,-.56226116,87,,,,,,,,
1972,1,,1,1,.27013481,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1972,0,1,0,,-.27013481,145,,,,,,,,
1974,1,,0,1,.219506,243,.80000001,.80000001,3.0888889,3.2,.81830621,.87621546,3.8284721,3.9973412
1974,0,1,0,,-.219506,156,,,,,,,,
1976,1,,1,1,.021783233,204,.54285717,.82857144,2,2.1142857,.62867785,.86517018,1.5109352,1.7731448
1976,0,1,0,,-.021783233,195,,,,,,,,
1978,1,,1,1,.128373,225,.80000001,.91111112,3.0666666,3.2444444,.7718417,.87092292,2.9510634,3.1603415
1978,0,1,0,,-.128373,174,,,,,,,,
1980,1,,1,1,.28899208,257,.87755102,.95918369,5.3673468,5.5102043,.83215195,.87926126,4.3010793,4.4425492
1980,0,1,0,,-.28899208,142,,,,,,,,
1982,1,,1,1,.13095737,226,.73170733,.82926828,2.3170731,2.4878049,.77585834,.87124503,3.0103211,3.217129
1982,0,1,0,,-.13095737,173,,,,,,,,
1984,1,,0,1,.042488158,208,.62903225,.80645162,1.8548387,2.032258,.66749591,.86605817,1.8228734,2.0745757
1984,0,1,1,,-.042488158,191,,,,,,,,
1984,0,,0,,-.51128745,97,,,,,,,,
1986,1,,1,,.038406968,207,,,,,,,,
1986,0,1,0,1,-.038406968,192,.03773585,.33962265,.90566039,1.0943396,.096875392,.33755949,.80641967,1.073629
1988,1,,0,,.33725348,267,,,,,,,,
1988,0,1,0,1,-.33725348,132,0,.11904762,0,.16666667,.0024570243,.12945695,.021967404,.18731958
1988,0,,0,,-.65254402,69,,,,,,,,
1990,1,,0,1,.00025454164,200,.57446808,.80851066,1.7021277,2,.58339572,.86446267,1.1838278,1.4566008
1990,0,1,0,,-.00025454164,199,,,,,,,,
1992,1,,1,,.028373271,205,,,,,,,,
1992,0,1,0,1,-.028373271,194,.17073171,.39024389,1.195122,1.5609756,.10959982,.36383235,.8689518,1.1379284
1992,0,,0,,-.48480996,103,,,,,,,,
1994,1,,1,,.36650786,273,,,,,,,,
1994,0,1,0,1,-.36650786,126,0,.11764706,0,.23529412,.0020057405,.12799534,.01391117,.17573461
1994,0,,0,,-.65117437,69,,,,,,,,
1996,1,,1,,.24241117,248,,,,,,,,
1996,0,1,0,1,-.24241117,151,.018518519,.09259259,.31481481,.51851851,.0054228315,.14165546,.10627863,.29722643
1996,0,,0,,-.60305256,79,,,,,,,,
1996,0,,0,,-.6071859,78,,,,,,,,
1998,1,,,,.41704845,283,,,,,,,,
1998,0,1,,,-.41704845,116,,,,,,,,
1998,0,,,,-.68393624,63,,,,,,,,
1946,1,,0,,.05571115,211,,,,,,,,
1946,0,1,0,1,-.05571115,188,.11320755,.26415095,.60377359,.81132078,.074640334,.29446054,.6958738,.95856428
1948,1,,1,1,.14200628,228,.76923078,.82051283,3.6923077,3.8717949,.78296429,.87185836,3.1203203,3.3224623
1948,0,1,0,,-.14200628,171,,,,,,,,
1950,1,,0,1,.022140294,204,.54285717,.82857144,2,2.1142857,.62867785,.86517018,1.5109352,1.7731448
1950,0,1,1,,-.022140294,195,,,,,,,,
1952,1,,1,1,.29555416,259,.75862068,.86206895,4.5689654,4.7068968,.83317113,.87957954,4.3541675,4.4920678
1952,0,1,0,,-.29555416,140,,,,,,,,
1954,1,,0,1,.42089748,284,.81818181,.84848487,5.4848485,5.5454545,.83496755,.88066417,4.757688,4.857553
1954,0,1,0,,-.42089748,115,,,,,,,,
1956,1,,1,1,.39290228,278,.90476191,.90476191,4.9761906,5.0238094,.83582008,.88092548,4.7039347,4.811635
1956,0,1,0,,-.39290228,121,,,,,,,,
1958,1,,1,1,.58342445,316,.79166669,.875,4.875,4.9166665,.82811803,.87378943,4.6853962,4.7558026
1958,0,1,0,,-.58342445,83,,,,,,,,
1960,1,,1,1,.4662495,293,.81481481,.92592591,4.2592592,4.2592592,.83302575,.87963265,4.7946901,4.8841076
1960,0,1,0,,-.4662495,106,,,,,,,,
1962,1,,1,1,.41009042,282,.86486489,.91891891,3.8648648,3.945946,.83531564,.88079238,4.7418423,4.8443336
1962,0,1,0,,-.41009042,117,,,,,,,,
1964,1,,1,1,.43329337,286,.90196079,.92156863,4.8627453,4.9607844,.8345865,.88050121,4.7703891,4.8677864
1964,0,1,0,,-.43329337,113,,,,,,,,
1966,1,,1,1,.42258969,284,.81818181,.84848487,5.4848485,5.5454545,.83496755,.88066417,4.757688,4.857553
1966,0,1,0,,-.42258969,115,,,,,,,,
1968,1,,1,1,.46829978,293,.81481481,.92592591,4.2592592,4.2592592,.83302575,.87963265,4.7946901,4.8841076
1968,0,1,0,,-.46829978,106,,,,,,,,
1970,1,,1,1,.49522892,299,.85714287,.88571429,5.2285714,5.3142858,.83158296,.87853694,4.7921391,4.8755856
1970,0,1,0,,-.49522892,100,,,,,,,,
1972,1,,1,1,.38941082,277,.7037037,.85185188,3.5185184,3.6296296,.83591527,.8809371,4.6919317,4.8010869
1972,0,1,0,,-.38941082,122,,,,,,,,
1972,0,,0,,-.69081646,61,,,,,,,,
1974,1,,0,1,.49954844,299,.85714287,.88571429,5.2285714,5.3142858,.83158296,.87853694,4.7921391,4.8755856
1974,0,1,0,,-.49954844,100,,,,,,,,
1974,0,,0,,-.72834086,54,,,,,,,,
1976,1,,1,1,.27380872,254,.78260869,.86956519,3.9565217,4.130435,.8302536,.87872714,4.2151895,4.3621597
1976,0,1,0,,-.27380872,145,,,,,,,,
1978,1,,1,1,.63783467,327,.85714287,.9285714,3.7142856,3.7857144,.82698536,.86965454,4.5531607,4.617959
1978,0,1,0,,-.63783467,72,,,,,,,,
1980,1,,1,1,.55233204,310,.81818181,.81818181,3.6363637,3.6363637,.82914507,.87571752,4.7381401,4.8125019
1980,0,1,0,,-.55233204,89,,,,,,,,
1982,1,,1,1,.55741799,311,.93333334,.93333334,5.3333335,5.3333335,.82897192,.87544072,4.7310934,4.8048096
1982,0,1,0,,-.55741799,88,,,,,,,,
1984,1,,1,,,,,,,,,,,
1986,1,,1,1,.37930501,275,.84615386,.92307693,5.3589745,5.4102564,.83603954,.88093156,4.667407,4.7793422
1986,0,1,0,,-.37930501,124,,,,,,,,
1988,1,,1,1,.2653411,253,.8611111,.94444442,3.75,3.9444444,.82947636,.87852508,4.1833878,4.3323207
1988,0,1,0,,-.2653411,146,,,,,,,,
1988,0,,0,,-.61932027,76,,,,,,,,
1990,1,,1,1,.13595006,227,.84615386,.88461536,3.7692308,3.9807692,.77934843,.87153876,3.0634527,3.2680206
1990,0,1,0,,-.13595006,172,,,,,,,,
1992,1,,1,1,.30899006,261,.87179488,.92307693,4.2820511,4.4102564,.83404648,.87987882,4.4061642,4.5404167
1992,0,1,0,,-.30899006,138,,,,,,,,
1992,0,,0,,-.61129957,77,,,,,,,,
1994,1,,1,1,.17958221,235,.73809522,.83333331,4,4.2380953,.80303895,.87398642,3.4786336,3.6647415
1994,0,1,0,,-.17958221,164,,,,,,,,
1994,0,,0,,-.55035305,89,,,,,,,,
